"kaynak","kategori","kategori_adi","term","risk_turu","risk_puani","active","baglam_kurali","updated_at"
"Sistem","korku_travma","Korku, Travma ve Karanlık Unsurlar","vahşi yaratık","Kelime / ifade","3","True","6-10 yaş için daha sıkı değerlendirilir","Sistem varsayılanı"
"Sistem","korku_travma","Korku, Travma ve Karanlık Unsurlar","vahşi yaratık anlatımı","Kelime / ifade","3","True","6-10 yaş için daha sıkı değerlendirilir","Sistem varsayılanı"
"Sistem","korku_travma","Korku, Travma ve Karanlık Unsurlar","vahşi yaratık ifadesi","Kelime / ifade","3","True","6-10 yaş için daha sıkı değerlendirilir","Sistem varsayılanı"
"Sistem","korku_travma","Korku, Travma ve Karanlık Unsurlar","vahşi yaratık sahnesi","Kelime / ifade","3","True","6-10 yaş için daha sıkı değerlendirilir","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","astroloji yönlendirmesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","astroloji yönlendirmesi ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","astroloji yönlendirmesi sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","ayin","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","ayin anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","ayin göndermesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","ayin ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","ayin sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","burç kaderi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","burç kaderi anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","burç kaderi ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","burç kaderi sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","büyü","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","büyü anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","büyü göndermesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","büyü ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","büyü sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","büyücü","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","büyücü anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","büyücü göndermesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","büyücü ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","büyücü sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","cadı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","cadı anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","cadı göndermesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","cadı ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","cadı sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","cin çağırma","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","cin çağırma anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","cin çağırma ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","cin çağırma sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","doğaüstü güç","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","doğaüstü güç anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","doğaüstü güç ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","doğaüstü güç sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","fal","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","fal anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","fal baktırmak","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","fal baktırmak anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","fal baktırmak ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","fal baktırmak sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","fal göndermesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","fal ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","fal sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","gizli güç","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","gizli güç anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","gizli güç ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","gizli güç sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","gökkuşağı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","gökkuşağı göndermesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","gökkuşağı mistik","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","gökkuşağı ritüeli","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","gökkuşağı sembolü","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","gökkuşağı sembolü ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","gökkuşağı sembolü sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","kanlı ayin","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","kanlı ayin anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","kanlı ayin ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","kanlı ayin sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","kara büyü","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","kara büyü anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","kara büyü ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","kara büyü sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","kehanet","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","kehanet anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","kehanet göndermesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","kehanet ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","kehanet sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","lanetleme","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","lanetleme anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","lanetleme ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","lanetleme sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","medyum","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","medyum anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","medyum göndermesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","medyum ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","medyum sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","mistik ritüel","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","mistik ritüel anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","mistik ritüel ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","mistik ritüel sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","muska","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","muska anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","muska göndermesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","muska ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","muska sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","okült","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","okült anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","okült göndermesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","okült ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","okült sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","periler gerçek","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","periler gerçek anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","periler gerçek ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","periler gerçek sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","ruh çağırma","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","ruh çağırma anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","ruh çağırma ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","ruh çağırma sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","sihir","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","sihir anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","sihir göndermesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","sihir ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","sihir sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","şeytani ritüel","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","şeytani ritüel anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","şeytani ritüel ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","şeytani ritüel sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","tılsım","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","tılsım anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","tılsım göndermesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","tılsım ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","tılsım sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","uğur taşı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","uğur taşı anlatımı","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","uğur taşı ifadesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","okültizm_batıl","Okültizm ve Batıl İnanç","uğur taşı sahnesi","Kelime / ifade","4","True","Fantastik kurgu ile gerçekmiş gibi sunum ayrıştırılır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","anneye bağırmak","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","anneye bağırmak anlatımı","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","anneye bağırmak ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","anneye bağırmak sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","arkadaşını dışlamak","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","arkadaşını dışlamak ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","arkadaşını dışlamak sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","babaya saygısızlık","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","babaya saygısızlık ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","babaya saygısızlık sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","bencillik","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","bencillik anlatımı","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","bencillik ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","bencillik sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","çalmak","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","çalmak anlatımı","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","çalmak göndermesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","çalmak ifadesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","çalmak sahnesi","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","dersi bozmak","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
"Sistem","olumsuz_davranış","Olumsuz Davranış Modeli","dersi bozmak anlatımı","Kelime / ifade","3","True","Davranışın sonuçsuz/ödüllü kalması riski artırır","Sistem varsayılanı"
