"kaynak","kategori","kategori_adi","term","risk_turu","risk_puani","active","baglam_kurali","updated_at"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","bahis","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","bahis ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","bahis sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","bahiste","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","bahsi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","bar","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","bar ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","bar sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","barda","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","barı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","barında","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","barlar","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","bira","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","blackjack","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","blackjack ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","blackjack sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","casino","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","casino ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","casino sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","casinoda","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","casinoya","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","duman","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","duman ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","duman sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","eroin","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","eroin ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","eroin sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","eroini","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","eroinle","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","esrar","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","esrar ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","esrar sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","esrarı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","içki","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","içki ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","içki sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","içkile","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","içkiler","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","içkiye","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","içkiyi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","kokain","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","kokain ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","kokain sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","kokaini","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","kumar","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","kumar ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","kumar sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","kumarcı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","kumarda","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","kumarı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","madde bağımlılığı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","madde kullanımı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","maddesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","meyhanda","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","meyhane","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","meyhane ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","meyhane sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","meyhanesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","meyhaneyi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","nargile","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","nargile ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","nargile sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","nargilesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","poker","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","poker ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","poker sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","pokerde","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","rakı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","rakı ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","rakı sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","rakısı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","rakıya","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","rulet","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","rulet ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","rulet sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","ruleti","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","sarhoş","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","sarhoş ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","sarhoş sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","sarhoşlar","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","sarhoşluk","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","sarhoşu","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","sigara","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","sigaraları","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","sigarası","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","sigarası anlatımı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","sigarası göndermesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","sigarası ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","sigarası sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","sigarası vurgusu","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","sigarasını","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","sigarayı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","şaraba","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","şarabı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","şarabın","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","şarap","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","şarap ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","şarap sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","tiryakı ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","tiryakı sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","tiryaki","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","tiryakilik","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","tütün","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","tütün anlatımı","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","tütün göndermesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","tütün ifadesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","tütün sahnesi","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","tütün vurgusu","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","tütüne","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","tütünle","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","tütünler","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","tütünü","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
"Sistem","zararlı_alışkanlıklar","Zararlı Alışkanlıklar","tütünün","Kelime / ifade","4","True","Varsayılan bağlam analizi","Sistem varsayılanı"
